%time CLK vector_0_5 outpu_analog_source
0.000673 0 -4.42615655666 0
0.000674 0 -4.44068224407 0
0.000675 0 -4.45503262094 0
0.000676 0 -4.46920712076 0
0.000677 0 -4.48320518393 0
0.000678 0 -4.49702625783 0
0.000679 0 -4.51066979684 0
0.00068 0 -4.52413526233 0
0.000681 0 -4.53742212271 0
0.000682 0 -4.55052985342 0
0.000683 0 -4.56345793702 0
0.000684 0 -4.5762058631 0
0.000685 0 -4.58877312842 0
0.000686 0 -4.60115923683 0
0.000687 0 -4.61336369935 0
0.000688 0 -4.62538603417 0
0.000689 0 -4.63722576667 0
0.00069 0 -4.64888242944 0
0.000691 0 -4.66035556229 0
0.000692 0 -4.67164471228 0
0.000693 0 -4.68274943374 0
0.000694 0 -4.69366928827 0
0.000695 0 -4.70440384477 0
0.000696 0 -4.71495267946 0
0.000697 0 -4.7253153759 0
0.000698 0 -4.73549152497 0
0.000699 0 -4.74548072495 0
0.0007 0 -4.75528258148 0
0.000701 0 -4.76489670759 0
0.000702 0 -4.77432272373 0
0.000703 0 -4.78356025779 0
0.000704 0 -4.79260894509 0
0.000705 0 -4.80146842838 0
0.000706 0 -4.81013835793 0
0.000707 0 -4.81861839145 0
0.000708 0 -4.82690819417 0
0.000709 0 -4.83500743881 0
0.00071 0 -4.84291580564 0
0.000711 0 -4.85063298245 0
0.000712 0 -4.85815866457 0
0.000713 0 -4.86549255491 0
0.000714 0 -4.87263436393 0
0.000715 0 -4.87958380969 0
0.000716 0 -4.88634061784 0
0.000717 0 -4.89290452163 0
0.000718 0 -4.89927526192 0
0.000719 0 -4.90545258722 0
0.00072 0 -4.91143625364 0
0.000721 0 -4.91722602498 0
0.000722 0 -4.92282167265 0
0.000723 0 -4.92822297574 0
0.000724 0 -4.93342972104 0
0.000725 0 -4.93844170298 0
0.000726 0 -4.94325872369 0
0.000727 0 -4.94788059301 0
0.000728 0 -4.95230712848 0
0.000729 0 -4.95653815535 0
0.00073 0 -4.96057350657 0
0.000731 0 -4.96441302285 0
0.000732 0 -4.9680565526 0
0.000733 0 -4.97150395198 0
0.000734 0 -4.97475508491 0
0.000735 0 -4.97780982302 0
0.000736 0 -4.98066804572 0
0.000737 0 -4.98332964017 0
0.000738 0 -4.9857945013 0
0.000739 0 -4.98806253181 0
0.00074 0 -4.99013364214 0
0.000741 0 -4.99200775054 0
0.000742 0 -4.99368478303 0
0.000743 0 -4.99516467339 0
0.000744 0 -4.9964473632 0
0.000745 0 -4.99753280183 0
0.000746 0 -4.99842094642 0
0.000747 0 -4.9991117619 0
0.000748 0 -4.99960522102 0
0.000749 0 -4.99990130428 0
0.00075 0 -5 0
0.000751 0 -4.99990130428 0
0.000752 0 -4.99960522102 0
0.000753 0 -4.9991117619 0
0.000754 0 -4.99842094642 0
0.000755 0 -4.99753280183 0
0.000756 0 -4.9964473632 0
0.000757 0 -4.99516467339 0
0.000758 0 -4.99368478303 0
0.000759 0 -4.99200775054 0
0.00076 0 -4.99013364214 0
0.000761 0 -4.98806253181 0
0.000762 0 -4.9857945013 0
0.000763 0 -4.98332964017 0
0.000764 0 -4.98066804572 0
0.000765 0 -4.97780982302 0
0.000766 0 -4.97475508491 0
0.000767 0 -4.97150395198 0
0.000768 0 -4.9680565526 0
0.000769 0 -4.96441302285 0
0.00077 0 -4.96057350657 0
0.000771 0 -4.95653815535 0
0.000772 0 -4.95230712848 0
0.000773 0 -4.94788059301 0
0.000774 0 -4.94325872369 0
0.000775 0 -4.93844170298 0
0.000776 0 -4.93342972104 0
0.000777 0 -4.92822297574 0
0.000778 0 -4.92282167265 0
0.000779 0 -4.91722602498 0
0.00078 0 -4.91143625364 0
0.000781 0 -4.90545258722 0
0.000782 0 -4.89927526192 0
0.000783 0 -4.89290452163 0
0.000784 0 -4.88634061784 0
0.000785 0 -4.87958380969 0
0.000786 0 -4.87263436393 0
0.000787 0 -4.86549255491 0
0.000788 0 -4.85815866457 0
0.000789 0 -4.85063298245 0
0.00079 0 -4.84291580564 0
0.000791 0 -4.83500743881 0
0.000792 0 -4.82690819417 0
0.000793 0 -4.81861839145 0
0.000794 0 -4.81013835793 0
0.000795 0 -4.80146842838 0
0.000796 0 -4.79260894509 0
0.000797 0 -4.78356025779 0
0.000798 0 -4.77432272373 0
0.000799 0 -4.76489670759 0
0.0008 0 -4.75528258148 0
0.000801 0 -4.74548072495 0
0.000802 0 -4.73549152497 0
0.000803 0 -4.7253153759 0
0.000804 0 -4.71495267946 0
0.000805 0 -4.70440384477 0
0.000806 0 -4.69366928827 0
0.000807 0 -4.68274943374 0
0.000808 0 -4.67164471228 0
0.000809 0 -4.66035556229 0
0.00081 0 -4.64888242944 0
0.000811 0 -4.63722576667 0
0.000812 0 -4.62538603417 0
0.000813 0 -4.61336369935 0
0.000814 0 -4.60115923683 0
0.000815 0 -4.58877312842 0
0.000816 0 -4.5762058631 0
0.000817 0 -4.56345793702 0
0.000818 0 -4.55052985342 0
0.000819 0 -4.53742212271 0
0.00082 0 -4.52413526233 0
0.000821 0 -4.51066979684 0
0.000822 0 -4.49702625783 0
0.000823 0 -4.48320518393 0
0.000824 0 -4.46920712076 0
0.000825 0 -4.45503262094 0
0.000826 0 -4.44068224407 0
0.000827 0 -4.42615655666 0
0.000828 0 -4.41145613217 0
0.000829 0 -4.39658155095 0
0.00083 0 -4.38153340022 0
0.000831 0 -4.36631227405 0
0.000832 0 -4.35091877335 0
0.000833 0 -4.33535350582 0
0.000834 0 -4.31961708596 0
0.000835 0 -4.30371013502 0
0.000836 0 -4.28763328097 0
